Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
713,Sharon Allen,Gsling Academy,F,FALSE,3,FALSE,17,Teacher,80,95,98,95,96,97,85,,,,,,,,,,,,,,,,,,,
714,Leah Brown,Gsling Academy,F,FALSE,10,FALSE,0,Business Owner,55,99,71,94,69,87,84,,,,,,,,,,,,,,,,,,,
715,Maria Barker,Gsling Academy,F,TRUE,2,FALSE,10,Government Officer,94,71,83,76,99,95,94,,,,,,,,,,,,,,,,,,,
716,Kelly Church,Gsling Academy,F,FALSE,2,FALSE,22,Writer,72,72,85,90,75,94,65,,,,,,,,,,,,,,,,,,,
717,Michael Walsh,Digital Fortress,M,FALSE,3,FALSE,16,Software Engineer,98,89,75,68,87,69,96,,,,,,,,,,,,,,,,,,,
718,Alyssa Gallagher,Digital Fortress,F,FALSE,2,FALSE,11,Unknown,71,98,66,65,78,81,82,,,,,,,,,,,,,,,,,,,
719,Kelly Morris,Digital Fortress,F,FALSE,3,FALSE,35,Software Engineer,99,95,89,90,95,98,99,,,,,,,,,,,,,,,,,,,
720,Ryan Brown,Gsling Academy,M,FALSE,1,FALSE,25,Stock Investor,97,67,86,95,65,91,76,,,,,,,,,,,,,,,,,,,
721,Maria Hall,Gsling Academy,F,FALSE,9,FALSE,5,Business Owner,85,64,99,93,89,61,67,,,,,,,,,,,,,,,,,,,
722,Mark Brown,Digital Fortress,M,FALSE,2,TRUE,35,Unknown,100,88,98,90,93,95,98,,,,,,,,,,,,,,,,,,,
723,William Kerr,Digital Fortress,M,FALSE,4,FALSE,15,Banker,89,63,73,83,74,91,83,,,,,,,,,,,,,,,,,,,
724,Jake Gonzalez,Gsling Academy,M,FALSE,4,TRUE,21,Banker,76,87,63,92,93,87,88,,,,,,,,,,,,,,,,,,,
725,Theresa Gray,Digital Fortress,F,FALSE,2,FALSE,3,Designer,100,68,80,75,85,82,85,,,,,,,,,,,,,,,,,,,
726,Ashley Ayers,Gsling Academy,F,FALSE,1,FALSE,1,Real Estate Developer,77,99,99,76,70,80,90,,,,,,,,,,,,,,,,,,,
727,Ann Mccann,Gsling Academy,F,FALSE,1,FALSE,32,Software Engineer,85,86,84,81,92,84,93,,,,,,,,,,,,,,,,,,,
728,Curtis Bennett,Gsling Academy,M,FALSE,6,TRUE,25,Lawyer,70,83,63,86,97,88,79,,,,,,,,,,,,,,,,,,,
729,Debra Gutierrez,Digital Fortress,F,FALSE,9,FALSE,26,Lawyer,76,83,90,68,96,94,87,,,,,,,,,,,,,,,,,,,
730,Linda West,Gsling Academy,F,TRUE,7,FALSE,34,Lawyer,75,82,89,65,85,89,81,,,,,,,,,,,,,,,,,,,
731,Justin Hughes,Gsling Academy,M,FALSE,2,TRUE,25,Stock Investor,97,65,96,87,87,95,100,,,,,,,,,,,,,,,,,,,
732,Jose Jackson,Digital Fortress,M,TRUE,10,FALSE,3,Business Owner,72,81,61,73,96,72,86,,,,,,,,,,,,,,,,,,,
733,Larry Smith,Digital Fortress,M,TRUE,3,FALSE,12,Stock Investor,84,69,68,92,86,67,73,,,,,,,,,,,,,,,,,,,
734,Austin Dunn,Digital Fortress,M,FALSE,1,FALSE,25,Unknown,84,94,65,74,92,81,79,,,,,,,,,,,,,,,,,,,
735,Michael Heath,Gsling Academy,M,FALSE,6,FALSE,50,Doctor,94,87,99,99,86,86,85,,,,,,,,,,,,,,,,,,,
736,Beth Acosta,Digital Fortress,F,FALSE,7,FALSE,15,Designer,80,91,100,87,87,94,100,,,,,,,,,,,,,,,,,,,
737,Tracie Weeks,Digital Fortress,F,FALSE,0,FALSE,34,Software Engineer,87,98,79,87,92,80,93,,,,,,,,,,,,,,,,,,,
738,Brandi Ray,Gsling Academy,F,FALSE,6,FALSE,27,Stock Investor,93,94,87,92,99,93,88,,,,,,,,,,,,,,,,,,,
739,Carla Brandt,Gsling Academy,F,FALSE,1,FALSE,5,Game Developer,87,69,96,61,72,78,99,,,,,,,,,,,,,,,,,,,
740,Thomas Cruz,Gsling Academy,M,FALSE,10,TRUE,0,Business Owner,64,51,70,94,86,65,80,,,,,,,,,,,,,,,,,,,
741,Nicholas Martin,Gsling Academy,M,FALSE,5,FALSE,15,Software Engineer,96,73,91,71,72,74,76,,,,,,,,,,,,,,,,,,,
742,Breanna Lee,Gsling Academy,F,FALSE,2,TRUE,31,Scientist,97,62,93,80,96,94,67,,,,,,,,,,,,,,,,,,,
743,Angie White,Gsling Academy,F,FALSE,6,FALSE,0,Artist,62,79,75,65,71,75,93,,,,,,,,,,,,,,,,,,,
744,William Lester,Digital Fortress,M,TRUE,1,FALSE,5,Business Owner,97,79,96,94,59,83,64,,,,,,,,,,,,,,,,,,,
745,Joshua Miller,Gsling Academy,M,FALSE,3,FALSE,35,Software Engineer,85,100,90,93,94,97,98,,,,,,,,,,,,,,,,,,,
746,Thomas Stone,Gsling Academy,M,FALSE,0,FALSE,27,Unknown,68,95,66,65,89,84,100,,,,,,,,,,,,,,,,,,,
747,Sarah King,Gsling Academy,F,TRUE,7,FALSE,1,Business Owner,45,68,99,91,88,63,61,,,,,,,,,,,,,,,,,,,
748,Jeffery Carlson,Digital Fortress,M,TRUE,6,FALSE,2,Business Owner,86,79,86,73,53,84,79,,,,,,,,,,,,,,,,,,,
749,Ashley Gutierrez,Gsling Academy,F,FALSE,10,FALSE,34,Software Engineer,97,94,73,98,87,97,98,,,,,,,,,,,,,,,,,,,
750,Adam Herring,Digital Fortress,M,TRUE,2,TRUE,18,Software Engineer,93,67,65,61,61,96,65,,,,,,,,,,,,,,,,,,,
751,David Ramirez,Digital Fortress,M,FALSE,1,FALSE,14,Software Engineer,85,93,75,72,84,63,63,,,,,,,,,,,,,,,,,,,
752,Angela Brown,Gsling Academy,F,FALSE,1,FALSE,6,Designer,88,88,98,92,71,66,90,,,,,,,,,,,,,,,,,,,
753,Eric Jones,Gsling Academy,M,FALSE,5,TRUE,2,Artist,100,67,98,71,92,79,99,,,,,,,,,,,,,,,,,,,
754,Angel Garner,Digital Fortress,M,FALSE,2,FALSE,19,Software Engineer,93,74,88,92,77,89,96,,,,,,,,,,,,,,,,,,,
755,Lisa Cowan,Gsling Academy,F,FALSE,1,FALSE,1,Artist,70,63,73,97,63,61,90,,,,,,,,,,,,,,,,,,,
756,Nicole Perry,Digital Fortress,F,FALSE,2,FALSE,13,Banker,82,67,94,88,86,89,98,,,,,,,,,,,,,,,,,,,
757,Annette Wells,Digital Fortress,F,TRUE,8,FALSE,3,Business Owner,41,76,94,93,79,84,96,,,,,,,,,,,,,,,,,,,
758,Ian Scott,Gsling Academy,M,FALSE,2,FALSE,21,Banker,94,74,74,89,67,93,96,,,,,,,,,,,,,,,,,,,
759,Kari Hernandez,Digital Fortress,F,TRUE,2,FALSE,29,Designer,67,69,75,94,98,80,74,,,,,,,,,,,,,,,,,,,
760,Mary Haynes,Gsling Academy,F,FALSE,0,TRUE,11,Government Officer,89,75,64,81,66,82,92,,,,,,,,,,,,,,,,,,,
761,Raymond Smith,Digital Fortress,M,FALSE,3,FALSE,23,Doctor,82,82,100,93,91,61,83,,,,,,,,,,,,,,,,,,,
762,Christopher Ayala,Gsling Academy,M,TRUE,2,FALSE,30,Software Engineer,96,79,93,92,92,71,87,,,,,,,,,,,,,,,,,,,
763,Jacqueline Frazier,Digital Fortress,F,FALSE,1,FALSE,13,Accountant,94,84,84,89,52,97,76,,,,,,,,,,,,,,,,,,,
764,Jesse Kelly,Gsling Academy,M,FALSE,4,FALSE,19,Construction Engineer,84,65,83,99,86,75,67,,,,,,,,,,,,,,,,,,,
765,Teresa Lee,Digital Fortress,F,FALSE,5,FALSE,33,Software Engineer,87,98,97,70,80,67,82,,,,,,,,,,,,,,,,,,,
766,Michael Aguirre,Digital Fortress,M,FALSE,2,FALSE,21,Software Engineer,90,93,66,77,72,82,82,,,,,,,,,,,,,,,,,,,
767,April Delgado,Digital Fortress,F,FALSE,7,FALSE,31,Scientist,86,81,91,83,97,83,80,,,,,,,,,,,,,,,,,,,
768,Troy Prince,Digital Fortress,M,FALSE,6,FALSE,3,Business Owner,48,72,64,65,64,55,79,,,,,,,,,,,,,,,,,,,
769,Martha Summers,Digital Fortress,F,TRUE,7,FALSE,3,Business Owner,49,59,99,59,75,54,70,,,,,,,,,,,,,,,,,,,
770,William Dean,Digital Fortress,M,TRUE,0,FALSE,30,Unknown,90,83,72,77,99,84,67,,,,,,,,,,,,,,,,,,,
771,Cheryl Gutierrez,Gsling Academy,F,TRUE,5,TRUE,1,Business Owner,40,51,93,100,76,60,99,,,,,,,,,,,,,,,,,,,
772,Diane Spears,Gsling Academy,F,FALSE,0,TRUE,8,Unknown,78,81,71,91,79,79,75,,,,,,,,,,,,,,,,,,,
773,Brian David,Digital Fortress,M,FALSE,2,FALSE,29,Software Engineer,87,68,75,96,91,72,78,,,,,,,,,,,,,,,,,,,
774,Heather Brooks,Gsling Academy,F,FALSE,2,FALSE,18,Accountant,79,81,68,70,60,65,71,,,,,,,,,,,,,,,,,,,
775,Pamela Rodgers,Gsling Academy,F,FALSE,6,TRUE,4,Game Developer,100,100,94,83,62,92,71,,,,,,,,,,,,,,,,,,,
776,Betty Nash,Gsling Academy,F,FALSE,1,FALSE,10,Unknown,71,72,65,65,65,67,97,,,,,,,,,,,,,,,,,,,
777,Heather Donaldson,Digital Fortress,F,FALSE,2,FALSE,32,Banker,77,64,69,60,92,76,74,,,,,,,,,,,,,,,,,,,
778,Ebony Shepherd,Gsling Academy,F,FALSE,1,FALSE,32,Lawyer,83,84,96,96,79,80,81,,,,,,,,,,,,,,,,,,,
779,Sean Thomas,Gsling Academy,M,FALSE,2,TRUE,16,Software Engineer,96,79,80,71,67,76,63,,,,,,,,,,,,,,,,,,,
780,Todd Howard,Digital Fortress,M,FALSE,6,FALSE,35,Unknown,91,96,100,95,100,94,95,,,,,,,,,,,,,,,,,,,
781,Julia Richmond,Gsling Academy,F,FALSE,8,FALSE,2,Business Owner,71,69,95,83,90,93,89,,,,,,,,,,,,,,,,,,,
782,Mary Mccormick,Gsling Academy,F,FALSE,3,FALSE,27,Unknown,84,80,75,63,71,86,63,,,,,,,,,,,,,,,,,,,
783,Jimmy Warren,Digital Fortress,M,FALSE,3,FALSE,28,Software Engineer,91,61,61,85,64,76,88,,,,,,,,,,,,,,,,,,,
784,Henry Spencer,Digital Fortress,M,FALSE,2,FALSE,2,Real Estate Developer,59,65,72,60,94,63,75,,,,,,,,,,,,,,,,,,,
785,Peter Yates,Gsling Academy,M,FALSE,3,FALSE,42,Doctor,89,90,91,95,87,92,96,,,,,,,,,,,,,,,,,,,
786,Robert Campbell,Digital Fortress,M,FALSE,7,FALSE,31,Banker,81,92,68,93,69,78,89,,,,,,,,,,,,,,,,,,,
787,Matthew Conway,Digital Fortress,M,FALSE,3,FALSE,15,Accountant,77,84,86,97,90,83,92,,,,,,,,,,,,,,,,,,,
788,Tyler Calderon,Gsling Academy,M,FALSE,7,FALSE,1,Business Owner,72,58,73,57,67,88,70,,,,,,,,,,,,,,,,,,,
789,Brittney Moon,Gsling Academy,F,FALSE,5,FALSE,10,Teacher,91,63,78,93,76,76,90,,,,,,,,,,,,,,,,,,,
790,Tracy White,Digital Fortress,F,FALSE,5,FALSE,40,Doctor,88,100,94,91,85,91,88,,,,,,,,,,,,,,,,,,,
791,Gregory Welch,Gsling Academy,M,FALSE,8,FALSE,40,Doctor,94,88,99,92,98,85,95,,,,,,,,,,,,,,,,,,,
792,Caroline Cooper,Digital Fortress,F,FALSE,0,FALSE,8,Real Estate Developer,67,72,98,65,61,87,89,,,,,,,,,,,,,,,,,,,
793,Kelly Rivera,Gsling Academy,F,FALSE,2,FALSE,22,Unknown,88,86,82,89,81,61,83,,,,,,,,,,,,,,,,,,,
794,Stacey Wilson,Gsling Academy,F,FALSE,3,FALSE,21,Unknown,67,67,62,80,61,61,82,,,,,,,,,,,,,,,,,,,
795,Craig Graham,Digital Fortress,M,FALSE,7,FALSE,31,Lawyer,95,87,96,97,83,93,88,,,,,,,,,,,,,,,,,,,
796,Earl Santana,Digital Fortress,M,FALSE,1,FALSE,10,Government Officer,96,91,78,94,81,88,86,,,,,,,,,,,,,,,,,,,
797,Lisa Mitchell,Gsling Academy,F,FALSE,3,TRUE,35,Banker,87,99,99,100,98,96,94,,,,,,,,,,,,,,,,,,,
798,Michael Williams,Digital Fortress,M,FALSE,3,FALSE,14,Banker,85,88,85,92,96,81,95,,,,,,,,,,,,,,,,,,,
799,Jerry Jones,Gsling Academy,M,FALSE,2,FALSE,7,Government Officer,88,85,100,68,65,97,94,,,,,,,,,,,,,,,,,,,
800,Matthew Miles,Gsling Academy,M,FALSE,5,FALSE,4,Business Owner,94,68,72,99,83,53,83,,,,,,,,,,,,,,,,,,,
801,Mary Cox,Gsling Academy,F,FALSE,4,TRUE,14,Teacher,67,100,77,85,73,95,86,,,,,,,,,,,,,,,,,,,
802,Jessica Young,Digital Fortress,F,FALSE,1,TRUE,29,Software Engineer,92,63,99,77,82,88,72,,,,,,,,,,,,,,,,,,,
803,Tiffany Small,Digital Fortress,F,TRUE,3,FALSE,20,Accountant,76,75,60,77,71,70,88,,,,,,,,,,,,,,,,,,,
804,Mary Wyatt,Gsling Academy,F,FALSE,3,TRUE,24,Software Engineer,86,75,96,62,81,91,84,,,,,,,,,,,,,,,,,,,
805,Maria Mercer,Digital Fortress,F,FALSE,3,TRUE,27,Software Engineer,94,94,86,62,73,90,75,,,,,,,,,,,,,,,,,,,
806,Erin Moore,Digital Fortress,F,FALSE,3,FALSE,31,Software Engineer,100,85,62,62,89,65,67,,,,,,,,,,,,,,,,,,,
807,Kendra Dalton,Digital Fortress,F,FALSE,4,FALSE,27,Lawyer,74,84,71,93,65,98,61,,,,,,,,,,,,,,,,,,,
808,Anthony Gomez,Digital Fortress,M,FALSE,2,FALSE,23,Unknown,99,98,70,73,63,62,88,,,,,,,,,,,,,,,,,,,
809,Molly Jackson,Digital Fortress,F,FALSE,10,FALSE,0,Business Owner,66,97,72,98,86,86,63,,,,,,,,,,,,,,,,,,,
810,Brianna Gutierrez,Gsling Academy,F,FALSE,2,FALSE,35,Scientist,99,96,100,95,90,95,88,,,,,,,,,,,,,,,,,,,
811,John Henderson,Gsling Academy,M,FALSE,1,TRUE,33,Unknown,97,76,99,85,98,62,97,,,,,,,,,,,,,,,,,,,
812,Steven Martin,Digital Fortress,M,FALSE,5,TRUE,11,Banker,81,71,76,95,99,85,71,,,,,,,,,,,,,,,,,,,
813,Tina Bowers,Digital Fortress,F,FALSE,9,FALSE,10,Banker,95,88,62,85,82,94,73,,,,,,,,,,,,,,,,,,,
814,Luis Jones,Digital Fortress,M,TRUE,6,FALSE,3,Business Owner,55,69,53,75,86,95,61,,,,,,,,,,,,,,,,,,,
815,Jeffrey Thomas,Digital Fortress,M,FALSE,3,FALSE,5,Real Estate Developer,50,62,97,90,93,75,80,,,,,,,,,,,,,,,,,,,
816,Jeffrey Cox,Digital Fortress,M,FALSE,5,FALSE,34,Software Engineer,98,84,90,83,84,61,99,,,,,,,,,,,,,,,,,,,
817,Jennifer Bautista,Digital Fortress,F,FALSE,7,FALSE,15,Accountant,88,67,71,85,68,88,67,,,,,,,,,,,,,,,,,,,
818,Judy Pugh,Gsling Academy,F,FALSE,1,FALSE,20,Software Engineer,87,99,92,85,62,69,67,,,,,,,,,,,,,,,,,,,
819,Henry Craig,Gsling Academy,M,FALSE,1,FALSE,3,Government Officer,73,74,94,76,97,86,85,,,,,,,,,,,,,,,,,,,
820,Steven Alvarez,Gsling Academy,M,TRUE,2,TRUE,2,Business Owner,46,71,60,50,85,69,62,,,,,,,,,,,,,,,,,,,
821,Rebecca Mckay,Gsling Academy,F,FALSE,1,FALSE,27,Banker,88,82,90,94,99,78,65,,,,,,,,,,,,,,,,,,,
822,James Reynolds,Digital Fortress,M,TRUE,0,FALSE,29,Software Engineer,95,62,68,64,71,87,60,,,,,,,,,,,,,,,,,,,
823,Heather Bentley,Gsling Academy,F,FALSE,1,TRUE,2,Artist,73,71,60,70,78,72,78,,,,,,,,,,,,,,,,,,,
824,Alexis Hall,Gsling Academy,F,FALSE,5,FALSE,9,Designer,70,88,100,91,98,68,81,,,,,,,,,,,,,,,,,,,
825,Ryan Soto,Digital Fortress,M,FALSE,7,FALSE,14,Construction Engineer,84,100,99,94,84,86,63,,,,,,,,,,,,,,,,,,,
826,Brent Clements,Gsling Academy,M,FALSE,8,FALSE,25,Doctor,88,60,87,90,87,86,62,,,,,,,,,,,,,,,,,,,
827,Thomas Hernandez,Digital Fortress,M,FALSE,1,TRUE,9,Unknown,66,65,82,96,87,87,63,,,,,,,,,,,,,,,,,,,
828,Kevin Mack,Digital Fortress,M,TRUE,9,FALSE,2,Business Owner,46,54,93,57,99,59,73,,,,,,,,,,,,,,,,,,,
829,Patrick Kirk,Digital Fortress,M,FALSE,5,FALSE,31,Lawyer,71,92,60,73,74,86,94,,,,,,,,,,,,,,,,,,,
830,Christopher Jenkins,Digital Fortress,M,FALSE,5,FALSE,3,Designer,76,77,99,87,95,94,85,,,,,,,,,,,,,,,,,,,
831,Cassandra Hodges,Gsling Academy,F,FALSE,5,FALSE,12,Designer,78,95,66,70,75,99,84,,,,,,,,,,,,,,,,,,,
832,Christian Powers,Digital Fortress,M,FALSE,5,FALSE,5,Business Owner,100,54,70,58,50,95,92,,,,,,,,,,,,,,,,,,,
833,Brittany Collier,Digital Fortress,F,FALSE,10,FALSE,11,Government Officer,73,97,87,93,78,99,86,,,,,,,,,,,,,,,,,,,
834,James Bridges,Digital Fortress,M,FALSE,2,FALSE,4,Game Developer,96,63,85,77,82,65,88,,,,,,,,,,,,,,,,,,,
835,Alexander Fowler,Gsling Academy,M,FALSE,2,FALSE,25,Unknown,82,84,93,70,99,66,80,,,,,,,,,,,,,,,,,,,
836,Andrew Wong,Digital Fortress,M,FALSE,1,FALSE,33,Unknown,81,91,71,79,98,69,75,,,,,,,,,,,,,,,,,,,
837,Bobby Valdez,Gsling Academy,M,TRUE,1,FALSE,24,Unknown,97,80,67,71,75,96,100,,,,,,,,,,,,,,,,,,,
838,Mary Bird,Gsling Academy,F,FALSE,3,FALSE,0,Artist,92,65,95,60,93,69,82,,,,,,,,,,,,,,,,,,,
839,Andrew Rodriguez,Gsling Academy,M,TRUE,6,FALSE,0,Business Owner,81,77,92,97,62,65,92,,,,,,,,,,,,,,,,,,,
840,Melanie Carter,Gsling Academy,F,FALSE,2,FALSE,3,Government Officer,99,69,71,84,96,84,69,,,,,,,,,,,,,,,,,,,
841,Randy Lopez,Gsling Academy,M,FALSE,2,FALSE,26,Lawyer,97,100,87,90,96,86,93,,,,,,,,,,,,,,,,,,,
842,David Cole,Digital Fortress,M,FALSE,7,FALSE,31,Construction Engineer,80,87,94,68,89,82,76,,,,,,,,,,,,,,,,,,,
843,Jennifer Baxter,Gsling Academy,F,FALSE,4,FALSE,20,Software Engineer,88,62,91,83,97,83,63,,,,,,,,,,,,,,,,,,,
844,Shannon Graham,Gsling Academy,F,FALSE,1,FALSE,9,Unknown,95,72,99,67,83,78,65,,,,,,,,,,,,,,,,,,,
845,Stephanie Bush,Digital Fortress,F,FALSE,10,TRUE,15,Software Engineer,90,81,69,70,95,97,62,,,,,,,,,,,,,,,,,,,
846,Keith Tanner,Digital Fortress,M,FALSE,10,FALSE,1,Business Owner,77,89,50,82,71,78,70,,,,,,,,,,,,,,,,,,,
847,Robert Anderson,Gsling Academy,M,TRUE,1,TRUE,4,Business Owner,82,69,91,95,82,85,60,,,,,,,,,,,,,,,,,,,
848,Matthew Cantu,Gsling Academy,M,FALSE,3,TRUE,2,Real Estate Developer,90,74,88,97,88,73,66,,,,,,,,,,,,,,,,,,,
849,Heather Johnson,Digital Fortress,F,FALSE,5,FALSE,32,Software Engineer,94,90,81,82,100,82,98,,,,,,,,,,,,,,,,,,,
850,Lee Taylor,Gsling Academy,M,TRUE,7,FALSE,2,Business Owner,87,84,76,87,65,80,72,,,,,,,,,,,,,,,,,,,
851,Jessica Williams,Gsling Academy,F,TRUE,1,FALSE,2,Game Developer,86,66,88,98,68,79,77,,,,,,,,,,,,,,,,,,,
852,Holly Sanchez,Gsling Academy,F,FALSE,6,FALSE,19,Banker,84,85,83,69,82,91,69,,,,,,,,,,,,,,,,,,,
853,James Ray,Gsling Academy,M,FALSE,4,FALSE,12,Accountant,86,63,85,64,98,97,86,,,,,,,,,,,,,,,,,,,
854,William Hernandez,Digital Fortress,M,FALSE,10,FALSE,5,Business Owner,70,66,98,96,64,65,91,,,,,,,,,,,,,,,,,,,
855,Lisa Brown,Digital Fortress,F,FALSE,4,FALSE,22,Accountant,87,94,72,93,44,92,83,,,,,,,,,,,,,,,,,,,
856,Kevin York,Gsling Academy,M,TRUE,7,FALSE,1,Business Owner,47,78,75,62,61,55,93,,,,,,,,,,,,,,,,,,,
857,Benjamin Davis,Digital Fortress,M,FALSE,0,FALSE,21,Software Engineer,96,63,77,93,61,86,83,,,,,,,,,,,,,,,,,,,
858,Sarah Nielsen,Gsling Academy,F,TRUE,4,FALSE,5,Business Owner,54,93,96,59,84,79,93,,,,,,,,,,,,,,,,,,,
859,Elizabeth Parks,Gsling Academy,F,FALSE,3,TRUE,5,Real Estate Developer,59,100,64,68,86,89,91,,,,,,,,,,,,,,,,,,,
860,Deborah Moore,Gsling Academy,F,FALSE,2,FALSE,8,Unknown,92,99,93,82,97,70,79,,,,,,,,,,,,,,,,,,,
861,Michael Anderson,Gsling Academy,M,FALSE,4,FALSE,25,Software Engineer,100,62,78,74,72,73,78,,,,,,,,,,,,,,,,,,,
862,Brian Adams,Gsling Academy,M,FALSE,5,FALSE,34,Scientist,92,81,84,84,84,66,74,,,,,,,,,,,,,,,,,,,
863,Anthony Silva,Gsling Academy,M,FALSE,3,FALSE,0,Real Estate Developer,75,66,91,73,100,94,67,,,,,,,,,,,,,,,,,,,
864,Melinda Velazquez,Gsling Academy,F,FALSE,0,FALSE,34,Software Engineer,93,74,63,97,64,61,92,,,,,,,,,,,,,,,,,,,
865,Andre Hoffman,Gsling Academy,M,FALSE,2,FALSE,31,Lawyer,100,96,67,63,91,96,84,,,,,,,,,,,,,,,,,,,
866,Vanessa Coleman,Digital Fortress,F,TRUE,7,FALSE,1,Business Owner,80,84,67,96,88,94,86,,,,,,,,,,,,,,,,,,,
867,Stephanie Hernandez,Digital Fortress,F,FALSE,1,TRUE,28,Lawyer,100,92,66,96,76,88,77,,,,,,,,,,,,,,,,,,,
868,Timothy David,Gsling Academy,M,TRUE,4,FALSE,5,Business Owner,52,65,74,71,63,59,67,,,,,,,,,,,,,,,,,,,
869,Carol Cortez,Gsling Academy,F,FALSE,1,FALSE,26,Software Engineer,95,69,91,67,67,70,71,,,,,,,,,,,,,,,,,,,
870,Justin Kelly,Gsling Academy,M,FALSE,1,FALSE,21,Unknown,100,67,100,65,67,92,67,,,,,,,,,,,,,,,,,,,
871,George King,Digital Fortress,M,FALSE,4,FALSE,22,Software Engineer,96,73,90,84,64,75,62,,,,,,,,,,,,,,,,,,,
872,Ashley Craig,Gsling Academy,F,FALSE,3,FALSE,30,Unknown,60,67,94,74,71,98,74,,,,,,,,,,,,,,,,,,,
873,Patricia Sullivan,Digital Fortress,F,TRUE,7,FALSE,2,Business Owner,51,98,90,54,77,80,71,,,,,,,,,,,,,,,,,,,
874,David Jones,Gsling Academy,M,FALSE,5,FALSE,24,Software Engineer,85,100,93,64,81,78,64,,,,,,,,,,,,,,,,,,,
875,Cody Smith,Digital Fortress,M,FALSE,10,FALSE,15,Accountant,76,86,68,83,82,67,69,,,,,,,,,,,,,,,,,,,
876,Joseph Jackson,Gsling Academy,M,FALSE,1,FALSE,24,Software Engineer,92,63,87,92,81,78,74,,,,,,,,,,,,,,,,,,,
877,Adam Edwards,Digital Fortress,M,FALSE,5,FALSE,3,Government Officer,90,89,95,73,79,98,68,,,,,,,,,,,,,,,,,,,
878,Brian Morales,Digital Fortress,M,TRUE,6,TRUE,4,Business Owner,73,53,68,60,95,96,99,,,,,,,,,,,,,,,,,,,
879,Melissa Fry,Gsling Academy,F,FALSE,5,FALSE,42,Doctor,90,89,92,93,97,92,100,,,,,,,,,,,,,,,,,,,
880,Lori Jacobson,Gsling Academy,F,FALSE,6,FALSE,24,Accountant,87,87,86,91,90,75,79,,,,,,,,,,,,,,,,,,,
881,Jessica Shannon,Gsling Academy,F,FALSE,1,FALSE,0,Real Estate Developer,93,96,70,92,65,90,84,,,,,,,,,,,,,,,,,,,
882,Sharon Ramirez,Digital Fortress,F,FALSE,3,FALSE,4,Real Estate Developer,75,91,68,86,81,72,89,,,,,,,,,,,,,,,,,,,
883,Nicole Rice,Digital Fortress,F,FALSE,3,FALSE,25,Software Engineer,96,100,99,82,79,95,89,,,,,,,,,,,,,,,,,,,
884,Alison Webster,Digital Fortress,F,TRUE,1,TRUE,1,Artist,63,75,68,63,63,73,79,,,,,,,,,,,,,,,,,,,
885,Alexander Mitchell,Gsling Academy,M,FALSE,5,FALSE,35,Lawyer,85,90,89,98,100,97,95,,,,,,,,,,,,,,,,,,,
886,Bryan Grimes,Gsling Academy,M,FALSE,7,FALSE,20,Software Engineer,93,61,65,77,97,90,90,,,,,,,,,,,,,,,,,,,
887,Nicole Mcdonald,Digital Fortress,F,FALSE,7,FALSE,11,Unknown,60,92,82,65,82,91,67,,,,,,,,,,,,,,,,,,,
888,Christopher Ramirez,Gsling Academy,M,TRUE,3,FALSE,21,Unknown,95,91,63,83,75,73,74,,,,,,,,,,,,,,,,,,,
889,Lawrence Fields,Gsling Academy,M,TRUE,9,FALSE,1,Business Owner,61,73,76,51,76,50,77,,,,,,,,,,,,,,,,,,,
890,Rebecca Molina,Gsling Academy,F,FALSE,3,FALSE,15,Software Engineer,97,81,65,70,62,96,75,,,,,,,,,,,,,,,,,,,
891,John Castillo,Digital Fortress,M,FALSE,1,FALSE,33,Software Engineer,90,64,91,93,86,91,97,,,,,,,,,,,,,,,,,,,
892,Sandra Davis,Digital Fortress,F,TRUE,10,FALSE,4,Business Owner,90,100,80,66,63,69,66,,,,,,,,,,,,,,,,,,,
893,Andrew Smith,Digital Fortress,M,FALSE,2,TRUE,24,Software Engineer,85,74,68,68,75,78,95,,,,,,,,,,,,,,,,,,,
894,Elizabeth Smith,Gsling Academy,F,FALSE,1,FALSE,13,Banker,82,87,98,73,74,89,66,,,,,,,,,,,,,,,,,,,
895,Scott Schultz,Digital Fortress,M,TRUE,6,FALSE,5,Business Owner,95,88,66,72,92,52,70,,,,,,,,,,,,,,,,,,,
896,Joseph Harper,Gsling Academy,M,FALSE,1,TRUE,12,Government Officer,95,96,66,68,90,91,99,,,,,,,,,,,,,,,,,,,
897,Ryan Salazar,Gsling Academy,M,FALSE,4,TRUE,8,Real Estate Developer,81,90,71,97,81,86,73,,,,,,,,,,,,,,,,,,,
898,Brenda Davis,Digital Fortress,F,FALSE,2,FALSE,8,Teacher,62,69,99,95,73,79,83,,,,,,,,,,,,,,,,,,,
899,Chad Taylor,Digital Fortress,M,FALSE,5,FALSE,8,Real Estate Developer,95,92,89,64,77,80,66,,,,,,,,,,,,,,,,,,,
900,Natasha Edwards,Digital Fortress,F,TRUE,4,TRUE,0,Business Owner,64,62,51,85,74,91,93,,,,,,,,,,,,,,,,,,,
901,Pamela Edwards,Gsling Academy,F,FALSE,5,FALSE,14,Designer,96,67,88,82,90,74,96,,,,,,,,,,,,,,,,,,,
